content,brand,model,score,sentiment_original,score_dict,sentiment_dict
całkiem spoko telefon przeniosłem iphone 7 plus bałem wielkości ekran praktycznie taki sam a telefon bardziej poręczny bateria wytrzymuje jeden intensywny dzień,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0909090909090908,P
robi ładne zdjęcia ekran widoczny mocnym słońcu bateria trzyma dwa dni normalnym użytkowaniu prędkość działania zarzutu szybko uruchamia działa płynnie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.7,P
produkt godny polecenia bateria długo wytrzymuje jakość wykonywanych zdjęć wysokim poziomie dodatku kolor wielkość telefonu odpowiednim etui odczuwa małych gabarytów,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.45,P
mój poprzedni model iphone 6s plus jestem zachwycona nowym nabytkiem ekran taki wielki piszą sam aparat świetny głośnik szczerze polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.65,P
iphone 12 pro każdy najnowszy model iphona działa super szybko bezproblemowo dodać ująć 2 lata wymieniany iphone najnowszy model zawsze jestem zadowolony,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2727272727272727,P
krótko komentarz 5 dni mało jestem zadowolony przyzwyczajenie androida pierwszym dniu dawało trochę irytacji iphone wiem androida wrócę,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.3888888888888889,P
jakość godna produktów apple rozmiar zupełności wystarczający upgrade iphone 8 bateria mogłaby nieco lepsza zupełności wystarcza 1 dzień normalnego użytkowania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.85,P
przesiadłem 12 iphone xs jestem zadowolony świetne zdjęcia bateria dłużej trzyma dobrze leży dłoni podczas pisania sms ogólnie polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.368421052631579,P
szkoda sprzedawca polecił kupić iphone ’ a 13 wiedziałem kosztuje troszeczkę drożej 12 mógłbym zapłacić troszeczkę więcej miałbym 13,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
przesiadłem s8 pierwszego ip pierwsze dwa dni ciężkie 2 tygodniach jestem zadowolony jakość szybkość świetne aparaty szybkie ladowanie polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1578947368421053,P
poręczny iphone parametrami większych braci stylistyka nawiązująca mojego ulubionego se pierwszej generacji zdecydowanie lepszą baterią tewelacyjnym aparatem,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0588235294117647,P
dużo osób sugeruje sie recenzjami bateria słaba prawda normalnym użytkowaniu całym dniu zostaje 50 baterii zdjęcia igła ekran igła,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.21052631578947367,N
przesiadkowo xs max robi wrażenie wielkość ktoś lubi większe smartfony wydajny a bateria ładowana 2 dni sięgnęła 20 wytrzymała,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8421052631578947,P
myślała lepszego aparatu telefonie a zawsze apple zaskakuje iphone wspaniały zawsze telefony niego umywają,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1428571428571428,P
biorę ręki kolejnego nowego iphone myśle lepiej 12 pro mistrzostwo a aparat przechodzi najśmielsze oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8,P
żona pracy rzadziej sięga lustrzanke robi zdjęcia produktów świetnym telefonem psuł petarda materiały jakość wow,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6,P
jestem zadowolona zakupu telefon spełnia moje wszelkie oczekiwania zgrabny ładny wydajny bateria trzyma 2 dni normalnym użytkowaniu,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.588235294117647,P
dobry kontakt sklepem uprzejma pomocna obsługa szybka wysyłka jedyny sklep mogłam kupić ręki wszędzie wyprzedany telefon polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8235294117647058,P
wykonanie zawsze premium czas pracy baterii miarę dzień wytrzyma intensywnym użytkowaniu działa wsztko mega sprawnie szybko problemowo,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.23529411764705882,P
zwykle apple niezawodny telefon śmiga spokojnie trzyma batarię cały dzień użytkowaniu non stop trochę brakowało guzika touch 1 dniu juz,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.45,P
apple wykonanie dobre strony oprogramowania dobrze ios dopracowany system działa płynnie bezproblemowo polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.1538461538461537,P
solidne wykonanie wysokiej klasy materiałów prosty intuicyjny obsłudze dedykowany system operacyjny zapewniający płynność działania dobry aparat,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5625,P
zwykle najwyższa jakość apple szybki procesor długo trzymająca bateria wyglądem przypomina iphone 5 funkcjonalny intuicyjny obsłudze polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8235294117647058,P
telefon super ktoś fanem małych telefonów typu iphone 45 12mini spełni oczekiwania wielkości a wnętrze telefonu naszpikowane super funkcjami,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8421052631578947,P
dobry sprzęt dożo nowych funkcji odgadnięcia telefonu myśle spędzę miłe chwile telefonie służył pozdrawiamy😉😉😉,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
polecam lantre 3ci duży zakup sklepie imac 27 macbook pro 16 iphone 12 pro max stany magazynowe lepsze większości konkurencji,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.55,P
kolejny iphone posiadaniu bardziej prezent żony oddanie pasuje małych dłoni świetna jakość zdjęć fenomenalny system podzespoły,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3125,P
telefon intuicyjny łatwy obsłudze a idzie przyjemny użytkowaniu jakość wykonania dobra czystym sumieniem polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.9285714285714286,P
nigdy miałam wcześnej iphonea a szybko uczę ważnu dobry aparat pojemność pamięci wewnętrznej dostałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.35714285714285715,P
eleganckie bateria powinna trzymać dłużej zwłaszcza wszystkie opcje energooszczędne poszły ruch dalej krótko,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6923076923076923,P
telefon żyleta powiem jedno kiedyś myślałem samsung liczy dziś wiem błąd apple jeden rynku polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
świetnie wykonany niewielki rozmiar a szybki aktualizacji czas pracy ładowaniu znacznie poprawił polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.9230769230769231,P
kolejny telefon apple cóż świetne urządzenie perfekcyjne idealnie leży dłoni obsługa kciukiem podczas trzymania telefonu,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.9333333333333333,P
przeskoczyłem androida ios żałuje chociaż byłem cały czas przeciwny wobec iphone wersji najbardziej polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.5,N
produkt super natomiast obsługa kierownika sklepu grunwaldzkiej gdańsku lepsza odpowiedni człowiek miejscu polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.8461538461538463,P
poprzednim modelu wyglada lepiej zestawie brak zasilacza sluchawek,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.625,N
super telefon dobrze trzyma dłoni świetne aparaty zawsze zawodność płynności działania przystało ios,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.3846153846153846,P
mój pierwszy prywatny iphone wcześniej służbowo korzystałem iphone 8 dobry telefon płynność działania wygląd itd polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1875,P
genialny telefon mieści kieszeni zajmuje mało miejsca oczywiście system ios czas pracy baterii mógłby dłuższy,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6666666666666666,P
wielkość idealna plus jestem zaskoczony baterią spodziewałem gorsza rzeczywistości,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
doskonały iphone wysokiej jakości wykonanie idealne rozmiary obsługi jedną ręką aparat fotograficzny dobry,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.230769230769231,P
wytrzymała bateria prezentuje ładnie smartfon prosty obsłudze oferujący wiele fajnych opcji dobry aparat,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6923076923076923,P
przesiadka iphone 11 pro trudna moza pisać smsy jedną ręką a przekątnej ekranu oczywiste,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.42857142857142855,N
ładny wyglądna zywo ładniejszy zdjeciach szybkość działania rewelacyjne zdjecia zmiana 7 12 pro pozytywna roznica,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
telefon oryginalnie zapakowany oryginalnym pudełku numery imei zgodne sobą brak śladów użytkowania pełen legal polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
mogę napisać produkt wysokiej półki krótki czas napisać używaniu prostu śliczny,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6363636363636364,P
najlepszy telefon szybki wygodny aparat robi piękne zdjęcia szybko ładuje bateria mogłaby dłużej trzymać,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
smartfon zgodny oczekiwaniami model zaawansowany funkcjonalinie zbędnych dodatków pracuje doskonale obsługuje 5g,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0833333333333335,P
dobry iphonebateria długo trzymaświetny ekranrobię naprawdę świetne zdjęcia zwłaszcza trybie panorama,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2727272727272727,P
polecam telefon zamawiany poniedziałek południu dotarł następnego dnia rano dobrze zapakowany zgodny opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1538461538461537,P
ktoś przejdzie iphona zostanie zmieniał nowszy każdy macowiec,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
telefon dobrej jakości „ przesiadka ” modelu 11 model 12 mini dobrym wyborem polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3571428571428572,P
dawna używam produktów applea uważam najlepsze swojej klasie zwłaszcza oprogramowanie,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4,P
swietny telefon rysuje sie wiesza zdiecia swietne sie spodziewalem az dobre beda,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.9166666666666667,P
jestem pełni zadowolona żałuję przejścia androidu ios żałuję zrobiła późno,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.7,N
moim przypadku przebiegło sprawnie telefon kolejnego dnia polecam sprzedawcę,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
jakość wykonania najlepszym poziomie znakomicie leży dłoni obsługa jedną ręką trochę słaba bateria,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3076923076923077,P
oczywiście urządzenie najwyższej półki szukacie telefonu lata czystym sumieniem polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8,P
produkt wysłany dostarczony nazajutrz produkt oryginalny firmowo zapakowany jestem zadowolony,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2,P
pisać 12 przepaść jakościowa wydajnościowa stosunku konkurencji,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
każdy iphone dobrze wykonany szybki jedyną wadą człowiek zawsze myśli zakładać etui,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
produkt 100 opisu funkcjonalny trzymaniu ręce wielkością jestem mega zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2,P
super telefon zreszta wszystkie id apple trochę mały kobiety,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8888888888888888,P
dobry smartfon wygodny użytkowaniu dobry czas pracy baterii aktualizacje niewielki,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8,P
iphone rewelacja zdjęcia przepiękne a najbardziej zależało super szybki itd,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6,P
jestem zadowolona zdjęcia robi piękne bateria trzyma dwie doby korzystaniu non stop,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0833333333333333,P
super telefon czekałem wielkość super ktoś miejsca kieszeni ba pół tablet,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4545454545454546,P
robi wrażenie działa płynnie bateria swobodnie jeden dzień każdy dzisiaj smartfon polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1666666666666667,P
towar zgodny opisem opisie produktu powinna informację jakiego runku pochodzi,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.5,P
mój pierwszy iphone jestem zachwycona telefon użytkuje 22 dni,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1111111111111112,P
przesiadłem androida iphone 12 jestem mega zadowolony szybkość pracy telefonu powala,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2727272727272727,P
produkt nowy oryginalnie zapakowany zgodnie opisem kontakt sprzedającym 5,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5555555555555556,P
świetny produkt jakość wydajność najwyższy poziom najważniejszy kompaktowy rozmiar cegła,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.8,P
świetny telefon dużo większy wyświetlacz modelu se prawie samych gabarytach,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.9,P
goraco polecamwszystko terminie dnia jaki byl ustalony szybka pomoc telefoniczna,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
duży piękny bateria póki trzyma dwóch dni ładowaniu,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.75,P
dobry funkcjonalny iphone mieszczący wersji mini zalety standardowej dwunastki,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
ktoś zacząć przygodę iphone obecnie najlepszy model start,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
przesiadka iphona 7 iphona 12 zupełnie doświadczenie jakości apple plecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8,P
14 androidzie kolej ios oczywiście polecam wszystkim niezdecydowanym,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.625,P
przerzuciłem androida wiem telefon zostanie mną długo,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
poręczny obsługiwać jedną dłonią ważne osób mających małe dłonie,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1111111111111112,P
oczywiście nowsze modele iphone brakuje wart swojej ceny,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.625,N
tydzień użytkowania póki zarzutu śmiga porównaniu samsunga galaxy,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.125,P
produkt wiadomo dobry obsługa strony neonetu najbardziej profesjonalna,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.125,P
jakość sama apple mogło pomyśleć większej pojemności baterii reszta 👌,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.4,P
telefon powystawowy nowy bateria 100 ładowarka sprzedawcy super,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
najszybszy najładniejszy telefon jaki widziałem zdjęcia robi niesamowite polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
mój kolejny iphone wyobrażam przejścia inną markę,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
iphone swój styl swoją rangę dopracowane dodać ująć,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.5,P
użytkownik zadowolony śliczny zgrabny telefon śmiga prędkością światła,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.125,P
licząc ceny baterii telefon fajny przrskoktz6s przyznam duży wart,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6666666666666666,P
aparat kozak robi zdjęcia appki retuszu dają rady udźwignąć,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.7777777777777778,P
świetny kolor pasuje dzieje używany 1 miesiąca,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2857142857142858,P
wykonanie wydajność rozmiar przypominają najlepsze lata apple s jobsa,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4444444444444444,P
przesiadce ip7 duża różnica aparat ekran wielkość jakość polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
kolejny udany zakup xkom najlepszym porządku szybko pewnie,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.75,P
iphone iphone trudno czegoś przyczepić idealny,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6666666666666666,P
jakość zdjęć perfekcyjnadziala zarzutównajlepszy jaki dotąd mialam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.5714285714285714,P
imho najlepszy model sensownej cenie 13 powinna zmienić nazwę 🙃,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2,P
świeżynka wiem parametry wygląd zapierają dech,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
najlepszy telefon prostota zdjęciabajka dźwięk eko system apple,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
fantastyczny telefon jakość zdjęć bateria wyświetlacz świetnie,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
wykonanie klasa sama ergonomia pozostawia wiele życzenia,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4285714285714286,P
telefon mega polecam piękny kobiecy kolor wielkość super d kupujcie d,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.7272727272727273,P
telefon eleganckiej formie pięknym odcieniujakość wykonania 1010🙂,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5714285714285714,P
wzięłam kolor granatowy cudnowy szybki bateria super trzyma d,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8888888888888888,P
jakość wykonania najwyższym poziomie cena najwyższym poziomie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.5714285714285714,P
trudno powiedzieć krótko używam tą chwilę,Apple,iPhone12‌Pro256GB(niebieski),100,P,-1.0,N
wygodny użytkowaniu pięknymi czerniami dzięki wyświetlaczowi amoled,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8571428571428571,P
polecam telefon mega wygodny wychodzą piękne zdjęcia,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5714285714285714,P
6s miałam 4lata następny😊 iphone iphone💛,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
telefon idealny chodzi płynnie zdjęcia robi niesamowite prostu😍,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
rewelacja aparat samo działanie telefonu wysokim poziomie,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.142857142857143,P
jestem zachwycona najlepszy iphone jaki pory miałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5714285714285716,P
produkt iphone sklep związane jakością telefonu,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6666666666666666,P
produktu chyba potrzeba oceniać marka mówi sama siebie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
uwag szybko oryginalne opakowanie nowy produkt,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
żona zadowolona prezentu otrzymała niedawno uczy obsługi,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
telefon rewelacja ładny szybki iphone polecam niezdecydowanym,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.857142857142857,P
dobry produkt szybki ledwością siedzi ręce,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8333333333333334,P
małe gabarytystosunkowo duży wyświetlacztego szukałemjest,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
wykonanie szybkość design system aparat funkcje perfekcja,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4285714285714286,P
przyzwoity telefon dobrej cenie gorąco polecam zakup,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
jakość apple jakoś będzie☺ towar zgodny opisem,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2857142857142858,P
reklamować taki chciałam wiem kupuję,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
iphone kolejny zakup flagowego modelu apple pewno ostatni,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.625,P
super telefon dobrze pracuje dopomogaje pracy podrożach,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.8571428571428572,P
urządzenie a głośniki super całkiem przyzwoita bateria 👍,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
dobry telefon fajnym aparatem dobrą baterią,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6666666666666665,P
dużo fajnych przydatnych funkcji lekki wygodny trzymaniu,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4285714285714286,P
polecam super sklep towar zgodny opisem przesyłka ekspresowa,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.25,P
gwiazdy daje wygląd telefonu niestety użytkuję,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.5,N
nowy fabrycznie zapakowany telefon polecam 👍,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
iphone iphone 10 używam nigdy zawiodłam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
przesiadając androida przyzwyczaić,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
fajny telefon cena nowy iphone akceptowalna,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
powinno żadna chińszczyzna polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.25,P
mam produkt drugi polecam każdemu 100 zadowolenia,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.7142857142857142,P
produkt fart wifi działa razu serwis,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8333333333333334,P
super jakość łatwa migracja danych mały wariat,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.4285714285714284,P
pisać iphone iphone szybki niezawodny fajny,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.3333333333333335,P
jakość produktów iphone niezmiennie wysokim poziomie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6666666666666666,P
dobry telefon wystarczający codziennego użytku,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.4,P
majac 11pro roznica znikoma a bateria trzyma krocej,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
iphone najlepszych sprzetem jaki dotychczas uzywalam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3333333333333333,P
pytam skąd opinie telefon sprzedaży ceneo jaja jakieś robicie,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
polecam dobrze leży ręce żona woli 12 pro max,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1111111111111112,P
najlepszy telefon słońcem upgrade iphona 8 mega,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1428571428571428,P
produkt zgodny moimi oczekiwaniami opisem polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
super telefon malutki funkcjonalny robi piękne zdjęcia,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.7142857142857144,P
ładny funkcjonalny jestem niego zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.4,P
dodać ująć czuje żadnego przeskoku xsa,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.6666666666666666,P
telefon użytkowany 2 dni poki plus,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8333333333333334,P
mam 1 dnia super,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
telefon znakomity bateria długo trzyma zdjęcia piękne,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.142857142857143,P
cudeńko najlepszy iphonów pory miałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.0,P
best job apple did with the phones so far recommended,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
wiem dostałam mam nadzieję 5,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8,P
super zdjecia wiele innych zalet porzadny telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.8571428571428572,P
poręczny świetne aparaty biały ładny,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.6,P
produkt dobry wad super polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6,P
znakomita jakość wykonania niezawodność produktu,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.2,P
świetny telefon oryginalnie zapakowany,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.5,P
super jakość bateria spokojnie wytrzymuje cały dzień,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5714285714285716,P
telefon zarzutów świetne aparaty piękny kolor,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
świetny telefon najlepszy jaki kiedykolwiek miałam,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.8333333333333335,P
niczego przyczepić,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
bardo ładny funkcjonalny telefon idealny kolor,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.3333333333333335,P
byłem produktu przekonany dlatego wybrałem,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
każdym względem lepszy poprzedniego iphone 6,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
dodawać płacisz wiesz,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
produkt spełnił 100 procentach moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
cenie lepszego kompaktowego telefonu,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.5,P
fantastyczny telefon szybka sprawna obsługa,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.4,P
zgrabny telefon sam kobiecej ręki,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
super produkt troche drogi mysle warty ceny,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.1428571428571428,P
super cena możliwości szybkości działania,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.6,P
iphone iphone 😉 lepszej marki rynku,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.0,P
iphone is always a 5 star value for iphone lovers,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
super telefon szybki troszkę drogi norma,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3333333333333333,P
świetny oryginalny produkt rewelacyjnej cenie,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.8,P
kolejny mój iphone zawsze rewelacyjny,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
dobry polecam cena mogłaby niższa,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
każdym względem dobry telefon,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.25,P
bdb telefon składany chinach usa,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2,P
dokładny opis produkt zgodny szybka wysyłka,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6666666666666667,P
piękny wygląd wspaniałe zdjęcia super sprzęt,Apple,iPhone12‌Pro256GB(niebieski),100,P,4.0,P
ładnie wykonany prosta obsługa funkcjonalny,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
trochę czasami łapie bocznych przycisków,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,P
oceniać jakość sama,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.3333333333333333,P
wspaniały produkt spełnił moje oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.0,P
tele kosmos wielki minus brak ładowarki,Apple,iPhone12‌Pro256GB(niebieski),100,P,-0.3333333333333333,N
iphone jedni kochają inni błędzie 😀,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.5,P
dobry produkt troche drogi mysle warto,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.8333333333333334,P
idealny młodej damy córka szczęśliwa,Apple,iPhone12‌Pro256GB(niebieski),100,P,3.4,P
piękny telefon klimacie pierwszych iphone,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.2,P
super sprzęt szybka realizacja zamówienia,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.6,P
pierwszy iphone ostatni rewelacja,Apple,iPhone12‌Pro256GB(niebieski),100,P,2.5,P
wygląd funkcjonalność resztę zobaczymy,Apple,iPhone12‌Pro256GB(niebieski),100,P,1.25,P
